A,B,C,D,E,F,G,H,I,J
2024-09-05 15:05:56.767689,99.20934190882858,15.648950501246162,53.468635953504716,10.387845151509223,69.87941981900885,61.38035440388365,24.53977561063503,71.58830868758713,36.31361328135887
2024-09-05 15:05:57.767689,56.541879711029395,42.23085865893977,84.98534718636492,21.806518838873767,10.0263983551517,80.03891759586811,17.115767011531034,70.3919936206723,94.6678040914077
2024-09-05 15:05:58.767689,51.479035469927084,93.2344186050049,84.49985121424002,17.6505788247908,41.77492728475478,44.8014648564639,55.56095780670559,19.01154359619509,50.686177765324246
2024-09-05 15:05:59.767689,63.000798015884754,38.22450666916982,38.97196010072168,96.7047174119459,73.0434185448082,1.0446052496435043,84.08366277870283,66.1609863565542,11.37022960787839
2024-09-05 15:06:00.767689,19.100839002827165,23.61477502396001,92.56196534822459,90.16779792608011,45.5618040583468,24.73190829868004,74.92061777115009,57.71691498086483,33.81197914844808
2024-09-05 15:06:01.767689,18.62628409256113,57.212936661968804,79.58652620843615,74.29585920313329,67.92683625302726,86.39402111845304,0.9153714180366257,16.457123087944947,28.7464017701873
2024-09-05 15:06:02.767689,77.84851466538768,38.54161620833687,93.42278091613862,5.426064923159702,72.41500694760167,38.08830969957195,15.49346735213729,27.40487331358239,32.10854544047144
2024-09-05 15:06:03.767689,44.72956060879668,34.317337335416966,82.94341854477632,31.657559126423585,59.42004978162021,39.522152038283984,89.06857890169817,31.781214894887455,32.88028058785139
2024-09-05 15:06:04.767689,87.3435454797111,71.39852009064445,0.38278530361763874,62.58959722735739,53.98573669883967,27.679181706059275,49.64111261853071,25.41423731942868,48.53994744533089
2024-09-05 15:06:05.767689,87.67177741124111,83.99062092658588,74.10523289847984,67.59491438750285,2.187864213624491,53.02368271626078,16.71304540712837,70.09695794229465,32.07986049392315
2024-09-05 15:06:06.767689,93.79204624144405,33.6078394938335,66.52250717719899,68.29323848982935,40.359235171689114,57.86906865844088,0.49346872869909797,70.06409451399391,4.843078322677141
2024-09-05 15:06:07.767689,44.68001068781696,35.385857317429135,13.55432014793304,80.78440355056716,11.5744724430487,10.312236187613145,77.88851581026279,53.984126244005296,38.52227743174712
2024-09-05 15:06:08.767689,57.847287285842995,99.2510881235802,74.80428754417841,47.72432890956387,30.790271206309015,85.00328014835732,99.53446443904828,96.45056425807172,88.77121730979508
2024-09-05 15:06:09.767689,41.33442603093259,52.882151021484326,18.57059205877205,38.27221157045868,96.32030619915979,16.194205477625843,11.943212097857558,8.899436166503861,41.65405187313039
2024-09-05 15:06:10.767689,17.338730602564954,79.6795688517934,34.88631536475718,9.526140356472702,30.980694216431758,59.89024581018369,60.17342651523515,42.91369024398139,7.852630194576882
2024-09-05 15:06:11.767689,97.4966729733295,0.398086330847891,18.676294440484774,45.724511060802634,44.35150160414884,46.20051384026381,82.08596586930761,91.28237412802825,20.419054088964295
2024-09-05 15:06:12.767689,28.20004641190117,1.7833627707110389,65.69008045089573,97.8665989424471,19.564703996355213,99.01206971440185,97.68795237060611,36.10889226562527,93.64826219921048
2024-09-05 15:06:13.767689,63.89192025570608,81.847924613596,42.34082538067479,60.86312751371242,26.80337452477277,71.8308942189251,74.32028150213318,38.48397785179264,72.97300939462976
2024-09-05 15:06:14.767689,51.33193445190458,10.067110588809236,63.384098849466795,60.94020058028757,22.082176906072746,70.4049340003142,77.54378959786841,92.7583423569484,16.782618094341927
2024-09-05 15:06:15.767689,13.755235679385148,50.91102779402878,16.615482451525875,15.450415759304137,25.03881136340208,16.314317678966784,34.60950648056793,93.18121836320934,48.23088508098091
