A,B,C,D,E,F,G,H,I,J
2024-09-05 14:44:16.767689,94.624493181756,27.993327836296842,22.135653622184904,28.02795812609321,22.68640320342786,9.546595317911965,65.46253026887578,83.70236379625698,34.663617602116126
2024-09-05 14:44:17.767689,75.88002213935414,17.032629930945486,13.06429729498182,5.587471749322626,70.4225375526728,27.75627276546604,44.70849798513372,60.42537775820818,40.14247304371412
2024-09-05 14:44:18.767689,52.56296029314853,94.03675840421141,18.54929748650197,59.43812597500562,71.14852423706876,56.691720414959825,53.93827497113757,25.522563103633388,57.3236066707877
2024-09-05 14:44:19.767689,83.69111415937087,83.57343527843324,72.33900376325064,75.6379585606161,71.62389263525232,50.99131966358061,0.847004275472163,10.077347757251065,14.3713511212189
2024-09-05 14:44:20.767689,93.3243396526792,52.48333115741984,84.01541149520078,43.1003036587345,48.424511409182045,85.90969760730515,85.76298080603668,34.53329047000319,28.093354448540207
2024-09-05 14:44:21.767689,78.43059071853719,80.69136105894681,91.7979559416826,31.16223456511217,86.6863630809208,6.394708325216003,71.69288351214394,64.6605561842161,52.93443290729506
2024-09-05 14:44:22.767689,10.4087025812846,3.8000212860055727,6.95319283732958,28.668328417683597,29.60076197325009,38.33006383817962,41.45238695031044,76.83094841863826,21.327832888581543
2024-09-05 14:44:23.767689,32.959462647410746,68.20187664849179,80.12146111716524,29.822127913192,40.30821431394672,94.30466855951359,24.55962145128344,24.92345344696242,41.33171586572799
2024-09-05 14:44:24.767689,13.165186836022736,31.880134659250004,63.25139145972152,51.680451184270694,73.32619946302141,55.37984724643496,54.480938469464846,16.480997100511573,75.04060901216735
2024-09-05 14:44:25.767689,4.792670860042525,43.77640542172476,39.90320992139259,31.438818764581466,79.80290801088937,53.100605839867946,70.11877994284897,89.56222574861687,43.70819919855764
2024-09-05 14:44:26.767689,40.46665503791586,29.664003340229428,39.083484303742075,6.080936543883775,81.48247763108812,47.75631350060683,66.13107178829375,54.75499888073203,33.216061148273965
2024-09-05 14:44:27.767689,21.293143437494745,0.07690041399706082,15.999512987786114,35.13051932140054,40.362293563120375,65.01380469178166,93.04847945580029,88.53915324895327,99.14941522040237
2024-09-05 14:44:28.767689,75.01415229255744,61.75117431258651,39.26735434457173,42.96488588556534,64.52608058307344,39.57678845192403,49.79147775549902,16.711824377909814,81.4953674360772
2024-09-05 14:44:29.767689,6.487071805238854,22.004471446517794,47.987833685082904,80.86720721779703,73.46433276577453,49.48706182562762,27.521402109877503,41.080932855507854,88.28193142659
2024-09-05 14:44:30.767689,73.55080679382706,86.76129964319296,98.8800640676635,13.231768981068248,49.00230732047379,94.18823082780176,41.529188312754115,80.31444837238338,56.81518737056368
2024-09-05 14:44:31.767689,31.785082191761372,18.107346059660202,30.52242468792443,76.82842518041609,91.49189862576874,91.13901535949982,70.23781378988072,58.59050577466341,72.90886488812897
2024-09-05 14:44:32.767689,86.71374563818416,9.103296978550102,73.36482077297745,71.91232970298601,62.031487370556846,83.03123309046634,8.536212923096198,73.64632995127928,92.55812549030766
2024-09-05 14:44:33.767689,88.21965037055357,8.847206430687837,30.357774806077387,73.59243165633896,90.86555468383607,22.52108600528834,56.30806583404432,89.75200281068761,93.93303644161848
2024-09-05 14:44:34.767689,49.76746871139285,47.03602595648074,52.00104189546941,96.9385511946086,4.033766381413784,34.85455895325076,97.55378369842585,60.73079420730907,4.179555220105491
2024-09-05 14:44:35.767689,33.73531770364083,34.08519088538681,24.221798879630096,49.70866781131097,36.25482430258581,87.12467161519271,68.24438630096421,81.36606979645407,26.25903888001867
