A,B,C,D,E,F,G,H,I,J
2024-09-05 15:06:16.767689,62.7139281892646,52.45073580855632,21.247442596259525,75.4731312385388,60.36026137222053,44.770288137765924,13.63254992342522,32.17832436141843,88.77544230388375
2024-09-05 15:06:17.767689,23.105766814586904,50.81639220747407,70.18947658456287,55.058789969275125,98.0370745788661,56.94625412502241,6.300100416408649,94.24649950620199,35.48654351631275
2024-09-05 15:06:18.767689,98.32332331962178,3.025302772101923,44.53252552036048,15.45257159803196,62.39740673237948,33.64142605981591,32.55377288987209,64.26742730180719,99.54115066803962
2024-09-05 15:06:19.767689,78.46884826860367,65.0540490082275,12.61844179728504,39.303580104182146,69.99568864309302,5.785026428116091,86.27604751844439,22.230944126869378,52.72391363086656
2024-09-05 15:06:20.767689,53.90637039051245,19.75667106328267,8.566641804399033,35.38709399389495,72.20470892906131,29.220337579632826,44.73803793917891,93.35656739869383,3.2572880682652294
2024-09-05 15:06:21.767689,39.604788782612346,7.513260841788605,46.112019336263145,31.77273278263032,86.34685186671703,26.665824252463533,36.046449441094175,95.83115178122092,27.963446326584773
2024-09-05 15:06:22.767689,57.482076826341164,92.2047256160314,96.73925352806447,39.356606899814054,72.47916110492216,30.80364044525552,34.72875378062676,63.92697254549955,53.864607398458176
2024-09-05 15:06:23.767689,76.91311570265725,44.99779492893792,12.11913141209794,91.89914111800334,74.5408771449148,65.12576291594405,49.19689903587163,44.77252832565242,81.55769838627128
2024-09-05 15:06:24.767689,42.47729350438482,53.15352176918077,15.35824490148865,94.10821706120016,7.437523629401466,87.27276451687892,87.2333888105182,37.94413927570778,7.723948559099969
2024-09-05 15:06:25.767689,59.2448047330228,50.26613107976705,15.363403964239597,89.43788738257501,20.69341769331836,94.80592432664876,93.35643391058814,14.091626677251767,46.95042634541943
2024-09-05 15:06:26.767689,69.52654280924861,79.87134246853465,72.06780596016219,20.9964077767105,43.45018515783862,63.643532970874396,37.313619559008814,11.24189807770819,16.7141541177684
2024-09-05 15:06:27.767689,23.357505903907494,16.00497574549513,58.03071482061384,50.129794507838135,40.796726726669064,88.84835414058539,31.51368450374541,64.9642953697668,99.03013484060808
2024-09-05 15:06:28.767689,77.92534737144398,90.62276796331064,52.98025764113798,65.56048797680985,36.02426765231886,44.99226603678335,61.4817570153669,53.043906104046556,26.02444955993851
2024-09-05 15:06:29.767689,41.93754927353186,93.49232130452498,67.79174078288544,45.483089845321466,11.97029721930597,23.893479324971178,37.86644804025845,94.50008230826971,96.4799710983571
2024-09-05 15:06:30.767689,64.99452572071004,31.754704225156395,97.9255141596095,94.27969054849956,1.7894340173774115,75.86033823849979,52.14295044875929,17.780341605415927,97.44294736621349
2024-09-05 15:06:31.767689,47.82849615282042,13.02055669283082,35.24184103444282,88.40816356773267,14.251758655717605,10.440590206969924,67.06481957540322,64.8824972955504,21.6353040593404
2024-09-05 15:06:32.767689,23.800920324570217,42.85520519167595,10.231354999188069,57.073804991046785,62.55641984488663,57.52530061216278,16.552633046506536,86.58317615422868,48.57460704872888
2024-09-05 15:06:33.767689,51.828245283461214,22.662618791362142,89.86235776922894,74.48926744407154,2.3631404173795056,5.835291611265925,81.06719902249002,98.5038503825522,73.78658124858644
2024-09-05 15:06:34.767689,24.228626874261362,87.2436103381289,50.81997019148318,89.1398531036784,86.6556006609714,56.605095900816835,61.9917887816917,34.34696252208834,81.01246587184512
2024-09-05 15:06:35.767689,29.828556839038345,92.2014993789808,71.6860706151587,14.615199581678384,17.691825549062678,4.633049151102164,56.27774880215437,86.48313444949916,22.08504167634555
