A,B,C,D,E,F,G,H,I,J
2024-09-05 14:40:16.767689,31.57891383252428,68.42562130736479,6.731856423320936,46.73853015009891,20.433335052257885,54.140181814501496,68.1634473473775,42.398174455144776,53.765218984335604
2024-09-05 14:40:17.767689,12.57762591761351,63.47257581267943,41.703771593485186,26.450525412875603,82.03104431586416,46.06213143001465,15.02659743501219,13.417327413554126,17.993532473734962
2024-09-05 14:40:18.767689,19.853994514725027,57.26474836167187,58.240809157075645,44.11927046054957,89.04712296124205,72.01495939969588,37.31354759873988,68.18459773969371,33.2351813456627
2024-09-05 14:40:19.767689,86.92210905182476,73.93041446419889,17.399372958416404,13.340261564935007,30.9983374283862,97.81968477399074,3.4390370913149226,10.143789543947456,41.31378968644926
2024-09-05 14:40:20.767689,69.23627890638546,88.13162873928334,41.451342359866835,24.835216176999765,28.98529202580964,41.14872223692123,95.90274594652172,64.08082415221523,17.851134103285816
2024-09-05 14:40:21.767689,68.93335167392426,93.79161919903036,59.113386597244634,34.704247861713455,82.29993113014832,71.30933791749828,37.81923534200048,93.88132694444245,43.410245341908336
2024-09-05 14:40:22.767689,93.10944495800504,86.30759558209516,35.99250077167855,47.71508223374887,99.55249664886465,33.55180576772941,88.0879377836879,81.57488042835855,66.41721552788309
2024-09-05 14:40:23.767689,27.66942340424824,94.09466306876031,84.81405571310852,4.313552545084831,45.75765918437122,20.503242535867884,34.62828883212068,36.16905030202595,44.42747538869946
2024-09-05 14:40:24.767689,97.34140360597017,94.55794901804234,38.14832536278563,1.383350756965207,6.776487739418768,81.31308377947545,19.810515431379073,91.5956504262707,3.4095346328680165
2024-09-05 14:40:25.767689,74.99202499747572,67.64549611557952,80.72983766962238,64.03583764118879,55.17660786013039,61.926367169984466,17.646723085886006,99.10334513087533,4.594917035709889
2024-09-05 14:40:26.767689,40.15191119500465,93.47849987710062,49.762645637260064,45.010836627163705,91.20871189980025,92.29560722503935,28.23816223449548,98.71386432686313,42.01824650538121
2024-09-05 14:40:27.767689,25.94769131465323,51.76103818841059,8.805056915246901,16.967495521437648,48.749842253502166,33.40723402031287,26.98828991869704,19.261816031560784,36.37599618788264
2024-09-05 14:40:28.767689,32.46793903815488,15.01914196551406,23.352788412788826,31.66812155722788,35.88799951610604,3.7994212652455395,54.53411315028115,13.029225065674478,3.7099963533311686
2024-09-05 14:40:29.767689,30.294435648823036,41.350014592548,13.113955171851998,96.82636422188023,96.53053720899361,68.28872168629016,92.62285929176609,58.18688130948376,26.623995744934305
2024-09-05 14:40:30.767689,29.463850418431758,46.898579924691596,56.538789822410116,76.29509019456813,73.41855131975,22.384892534060874,16.78723583468861,18.658484239281016,63.16090701199947
2024-09-05 14:40:31.767689,75.4114216406826,94.27595331158558,98.53554619623281,57.28130599845591,83.35116171403514,77.23668188774973,38.98665290391759,12.894229579068428,75.49559689359026
2024-09-05 14:40:32.767689,16.844393183644655,48.246362299400545,38.44415730352172,37.5686793990739,42.23267578803297,59.750805285753195,28.34479570710855,45.545463707970434,65.24833985939028
2024-09-05 14:40:33.767689,44.32655650016335,79.27024026934079,22.334754111941656,71.83640436351052,32.21190936794387,70.49704154245983,9.489648933512107,37.25817720429346,29.442811911769162
2024-09-05 14:40:34.767689,26.362922905010965,59.36467808004926,57.24856465961374,89.47015360403523,3.437614248482601,45.28836050303351,22.788489914772825,65.8557581053824,46.97059379651154
2024-09-05 14:40:35.767689,0.615106512870589,60.84839770197584,59.814813125040885,62.43165718146743,71.44021534418937,24.260887188222213,28.20121795956463,79.94278294408264,21.79287626894074
