A,B,C,D,E,F,G,H,I,J
2024-09-05 14:58:36.767689,43.658723173184576,56.09566556506228,36.5877010881173,2.8947385067758624,51.73445967530059,63.05458870774295,13.722140680946392,29.061860072127033,42.830033448368866
2024-09-05 14:58:37.767689,60.44316754501896,48.543869145799114,29.825861780215302,68.75222786592433,41.52649966851126,3.8218753182290732,71.84104580486866,63.95457347038559,39.31354275386052
2024-09-05 14:58:38.767689,57.156295221623985,89.47109357715007,79.27621760475513,54.099206814527825,69.81113031858163,87.7135808180353,92.90701076777114,66.88440587232282,64.64363116596819
2024-09-05 14:58:39.767689,0.6367693759644522,50.03880531508995,13.906033528153872,61.608016187786816,9.288375104561386,85.80468646881185,0.6494363167387718,64.05878710387344,40.49085601012945
2024-09-05 14:58:40.767689,30.153646996695617,31.39999003324263,16.693201448077488,28.04315641602535,24.834360504901554,22.167486343805898,61.57862312752284,27.50772194334632,47.001544872824056
2024-09-05 14:58:41.767689,65.27227775193643,0.6564183000408064,77.1049580592892,58.44595538302673,2.5425979355730988,93.85356767121786,43.23230522282019,55.285152031018455,27.731111476357896
2024-09-05 14:58:42.767689,32.91753578336748,53.15893850356991,21.782257906726166,14.50272551416062,99.48939669372947,73.39960221636605,22.074283625322145,36.68745000760858,12.994791704467323
2024-09-05 14:58:43.767689,56.2274779699442,56.51885213064267,9.815114727684671,39.706973815957184,35.32558823559682,2.383167056915403,3.664006171499745,12.416061727208739,65.79062178454951
2024-09-05 14:58:44.767689,64.60942971513917,34.6004953981579,42.78758442756929,63.659390283760644,24.96887530999142,32.706790607992595,99.91997860486866,65.30113267387834,65.42596372402856
2024-09-05 14:58:45.767689,71.9552275979487,98.19510111085094,49.39374505279513,13.875566041006525,62.12476221970405,10.742274133841455,87.16475831112872,41.819665327312684,49.36104576125347
2024-09-05 14:58:46.767689,85.44702705466347,46.56411862779406,89.23971477441948,19.521602177799025,13.442422604221193,96.11297968532976,80.2359307059913,0.9320610376727934,27.18261573077956
2024-09-05 14:58:47.767689,14.187445248066577,27.359293267944107,80.36899064249218,44.0271666612723,62.78118980892562,14.36853816229643,68.37586253745172,58.135433961374225,51.98672431543771
2024-09-05 14:58:48.767689,71.00411696276456,34.62197475164723,67.98383728064103,70.45062051376422,5.016339554013438,19.32103646717017,31.857169491485806,78.59097328876511,72.84956183334452
2024-09-05 14:58:49.767689,73.20808696272961,75.75626960449424,56.782960187926015,36.06582463527993,42.80236573504245,39.603749831459155,1.328463684123271,32.55238678433775,22.323603886869947
2024-09-05 14:58:50.767689,90.52277909082015,33.35010469290286,5.708233408746521,3.1466024662029635,62.85950813468189,14.464206210699903,50.17532876617741,61.78592665430232,8.20639823752497
2024-09-05 14:58:51.767689,73.53750170671502,41.33984535686466,72.45067748310922,12.10624677004426,13.393775687099197,72.59559084812757,5.4091826678009935,5.215118707053302,29.056545682829228
2024-09-05 14:58:52.767689,58.25644805111176,0.1557358713572432,95.17191113527828,19.332235828483835,15.079769017209921,31.854225261946713,12.239324660208972,17.952561739840057,14.441651410579437
2024-09-05 14:58:53.767689,57.143065365163345,98.43449097729605,61.108592725565494,66.34335946382961,94.36598380730725,31.777528322828154,77.259912055,61.9136218940387,47.002374793165245
2024-09-05 14:58:54.767689,73.22280372465103,78.94712262013684,17.531647591798006,85.73809265244074,54.97934252001861,2.852494131894545,34.37441390963628,4.884431367254227,56.458735777851786
2024-09-05 14:58:55.767689,74.21755771720706,0.5289703738854956,96.33307482191248,75.7022404013654,70.8321331102618,85.50365816917929,83.73930199962128,56.75346255141773,74.05489918658768
