A,B,C,D,E,F,G,H,I,J
2024-09-05 15:11:16.767689,75.26560893556157,25.67569262848236,80.93129653957011,25.35490351321792,6.227199540022477,93.39869306406932,76.39728822158011,0.5817431994604938,3.510428349141015
2024-09-05 15:11:17.767689,76.58132272087266,36.718291367792546,30.72038843181438,74.2141033386438,9.862173940495323,74.07044762475746,74.69998418162923,70.49365448588453,30.96088873952342
2024-09-05 15:11:18.767689,55.48980678369636,27.93363160512533,5.443668747369578,43.133021526129255,77.65086954957361,28.63184148729837,96.45567538940327,26.976137418407042,38.44221937842841
2024-09-05 15:11:19.767689,25.797495856971477,14.051861837210344,94.77620916198921,99.4138550053848,79.65244676508642,63.15455195893165,70.9176669335917,25.82873493628387,59.11038443156327
2024-09-05 15:11:20.767689,93.91701266848435,39.55319560665617,67.63229315963952,95.3161883846736,80.74274569734008,37.53772992464598,55.89510200222012,3.930905491972281,75.48741845318688
2024-09-05 15:11:21.767689,83.30897779473977,72.71798287426002,93.74086982037169,4.989303137061918,18.77881374249504,99.29833810458074,16.561574481565245,14.152194761234703,63.017991283352394
2024-09-05 15:11:22.767689,8.503210369465874,6.491835380213285,97.3677619937775,98.11570768298596,66.80082730213113,72.42578297869487,91.4084714803872,5.288006533532597,6.543840853619387
2024-09-05 15:11:23.767689,1.845914534141635,96.36231999932697,9.624520421675332,83.54081785918581,38.991549366055736,1.672953577032632,24.655089774344386,77.30419685394098,23.155479073402706
2024-09-05 15:11:24.767689,6.171917955845063,64.36028000701236,58.1933992759295,76.85490074528386,16.936112695552175,78.85298058278566,53.7184650520373,16.15820104624499,39.52267506276675
2024-09-05 15:11:25.767689,33.02824100386894,6.558822924230423,47.82033673371422,90.78870960333145,69.18265617597581,28.098153010528414,26.19303067382166,28.89551167661305,72.22232496334287
2024-09-05 15:11:26.767689,4.513883727902912,36.29126450117158,42.83677112033898,1.2550928203246658,46.712919842387414,12.86997573480283,75.86650726950643,25.04808778667552,31.14924976238428
2024-09-05 15:11:27.767689,54.15254713495047,51.07541439370811,42.86771888416372,35.75400795506219,18.409087076384356,91.78249477139705,24.33442040002497,71.30989081805053,78.88715034562762
2024-09-05 15:11:28.767689,65.47358763771952,98.31553929280817,11.900799443645592,18.768370153565073,26.62792407198359,98.66614990699783,82.94870579260392,85.3583323576204,87.98613543558577
2024-09-05 15:11:29.767689,27.800960765375095,83.77171392340495,44.427496584926615,20.499084344279204,42.67217210601441,27.824403427596046,55.0185450902837,73.85986383370583,72.3048329424108
2024-09-05 15:11:30.767689,64.72235039929087,61.4072821763926,22.56288884390132,87.22702917494198,80.46466435070087,63.09904090594958,92.44657569975011,22.711652727219665,40.487323669758524
2024-09-05 15:11:31.767689,8.679711463348383,17.545306363273582,99.0632742831923,37.096872960611115,42.356511184718684,25.124789329562102,39.069191524192306,32.94121878603114,68.25462112896066
2024-09-05 15:11:32.767689,93.19404390195298,86.14384983586838,86.03810337677054,5.366342721184925,20.780407439916594,23.43946183595287,34.54103980586562,53.877968687139756,52.38176470239689
2024-09-05 15:11:33.767689,63.72762627093385,43.858969101919776,59.31572215788474,46.42234143321594,89.95279926201675,21.32559361030789,7.671969895724883,9.605404776245585,54.218891253968785
2024-09-05 15:11:34.767689,0.03188875681812142,66.65781053059884,8.916646330074741,46.38746947928954,58.38847106782195,95.67811274657872,2.3425872283845184,71.84457968071222,1.7851336183740796
2024-09-05 15:11:35.767689,76.06182502632277,33.40736913127608,39.359896394208846,4.401181739795956,40.722538236671134,28.23976150949764,55.83410710803881,74.8812692098229,80.33722768682532
